Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory
La Planta,Spain,Ribera del Duero,Arzuaga,3.7,1702,9.5,2018,red
Crozes-Hermitage Rouge,France,Crozes-Hermitage,E. Guigal,3.7,1702,23.0,2015,red
Valpolicella Ripasso Superiore,Italy,Valpolicella Ripasso,Cecilia Beretta,3.9,1704,45.26,2015,red
Luce,Italy,Toscana,Luce della Vite,4.3,1705,92.61,2013,red
Rouge,France,Gard,Roc d'Anglade,4.1,171,37.04,2014,red
Les Princes Abbés Pinot Noir,France,Alsace,Domaines Schlumberger,3.6,171,14.9,2016,red
Reserve Malbec Mendoza,Argentina,Mendoza,Bodega Piedra Negra,4.0,171,12.5,2018,red
RunRig,Australia,Barossa Valley,Torbreck,4.4,171,247.0,2015,red
Blecua Somontano,Spain,Somontano,Viñas del Vero,4.4,171,89.0,2009,red
Belvento Sireno Toscana (I Vini del Mare),Italy,Toscana,Petra,3.9,171,9.95,2017,red
Vertigo,Italy,delle Venezie,Livio Felluga,3.7,171,14.61,2010,red
The Short Story Collection The Caracal Red Blend,South Africa,Stellenbosch,Neethlingshof Estate,4.2,171,19.9,2017,red
160 Anni,Italy,Calabria,Ippolito 1845,4.2,171,26.0,2013,red
Teixar,Spain,Montsant,Vinyes Domenech,4.2,171,35.0,2011,red
Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château des Fines Roches,4.1,171,25.25,2017,red
La Cumbre Syrah,Chile,Aconcagua Valley,Errazuriz,4.1,171,70.72,2013,red
M Red,Chile,Colchagua Valley,Montes Alpha,4.4,171,58.0,2017,red
Margaux,France,Margaux,Château des Graviers,4.1,171,36.3,2012,red
Shiraz,South Africa,Western Cape,Leopard’s Leap,3.5,171,7.45,2017,red
Justina,Spain,Valencia,De Moya,3.8,171,6.83,2017,red
Zapallar Coast Pinot Noir,Chile,Aconcagua,Outer Limits,4.0,171,21.89,2017,red
Maronea Bolgheri (Superiore),Italy,Bolgheri Superiore,Casa di Terra,4.2,171,45.0,2013,red
Petit Plaisir,South Africa,Western Cape,Plaisir de Merle,3.7,171,9.39,2017,red
Mistik Criança,Spain,Priorat,Rotllan Torra,3.7,171,11.47,2013,red
Morellino di Scansano,Italy,Morellino di Scansano,Roccapesta,4.0,171,22.9,2016,red
Pieve Santa Restituta Rennina Brunello di Montalcino,Italy,Brunello di Montalcino,Gaja,4.5,171,129.0,2011,red
Bordeaux,France,Bordeaux,Château Tour de Mirambeau,3.8,171,7.9,2018,red
Aruma Malbec,Argentina,Mendoza,Caro (Catena and Rothschild),3.7,1710,10.51,2017,red
Old Vine Zinfandel,United States,Lodi,Ravenswood,3.8,1711,15.49,2016,red
Margaux (Grand Cru Classé),France,Margaux,Château Giscours,4.2,1712,59.95,2006,red
Haut-Médoc,France,Haut-Médoc,Château Sociando-Mallet,4.1,1713,48.69,2009,red
Pauillac (Premier Grand Cru Classé),France,Pauillac,Château Mouton Rothschild,4.5,1717,1051.8,1993,red
Tignanello,Italy,Toscana,Antinori,4.6,172,99.4,2017,red
Mazér Inferno Valtellina Superiore,Italy,Valtellina Superiore,Nino Negri,3.8,172,12.18,2016,red
La Dame de Montrose Saint-Estèphe,France,Saint-Estèphe,Château Montrose,3.9,172,43.95,2016,red
Bandol,France,Bandol,La Suffrene,3.8,172,18.9,2016,red
Salzberg,Austria,Burgenland,Heinrich,4.5,172,79.95,2011,red
Cabernet Sauvignon,South Africa,Swartland,Allesverloren,3.8,172,12.28,2017,red
Talò Primitivo - Merlot,Italy,Tarantino,San Marzano,4.0,172,7.25,2018,red
Château Gemeillan Médoc,France,Médoc,Château Saint-Hilaire,3.7,172,14.75,2011,red
Méthode Ancienne Cabernet Sauvignon,South Africa,Robertson,Springfield Estate,4.3,172,44.85,2008,red
Disciples,United States,Napa Valley,The Crane Assembly,4.2,172,53.61,2017,red
Assajé,Italy,Isola dei Nuraghi,Capichera,4.1,172,35.97,2016,red
Rocca Rubia Riserva Carignano del Sulcis,Italy,Carignano del Sulcis,Santadi,4.0,172,18.94,2017,red
Reserva Tinto,Spain,Ribera del Duero,Pago de Los Capellanes,4.2,1723,45.9,2014,red
Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château La Nerthe,4.1,1724,42.5,2015,red
Carménère,Chile,Colchagua Valley,Cruz Andina,3.7,1726,9.9,2018,red
Gevrey-Chambertin Vieilles Vignes,France,Gevrey-Chambertin,Frédéric Magnien,4.0,173,46.79,2015,red
Bordeaux,France,Bordeaux,Château Pey de Faure,3.3,173,6.0,2014,red
Malterdinger Spätburgunder,Germany,Baden,Bernhard Huber,3.8,173,24.59,2016,red
Trentanni,Italy,Umbria,Falesco,3.7,173,11.4,2015,red
Finca La Escuela La Piedra Malbec,Argentina,Mendoza,Tinto Negro (TintoNegro),3.8,173,23.68,2016,red
Haut-Médoc,France,Haut-Médoc,Château Lamothe-Bergeron,3.8,173,18.95,2016,red
Vernissage,South Africa,Franschhoek,Holden Manz,3.7,173,9.5,2014,red
Pieter Carstens Pinotage,South Africa,Swartland,Leeuwenkuil Family Vineyards,3.5,173,15.4,2017,red
Pomerol,France,Pomerol,Château Certan de May,4.3,173,120.56,2008,red
Sanct Valentin Cabernet - Merlot Riserva,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.0,173,27.99,2013,red
Tinto,Portugal,Alentejo,Sexy,3.3,173,6.63,2013,red
1 Uno Primitivo di Manduria,Italy,Primitivo di Manduria,Masseria La Volpe,4.3,1732,12.06,2018,red
Pauillac (Grand Cru Classé),France,Pauillac,Château Pontet-Canet,4.6,1732,286.45,2010,red
Nebbiolo Langhe,Italy,Langhe,G.D. Vajra,3.9,1736,22.0,2017,red
120 Malbec,Chile,Central Valley,Santa Rita,3.1,174,6.33,2015,red
Rosso di Valtellina,Italy,Valtellina,Nino Negri,3.5,174,8.45,2018,red
Imperio LXXIV Primitivo di Manduria,Italy,Primitivo di Manduria,Feudo Croce,4.3,174,21.95,2018,red
Etna Guardiola Rosso,Italy,Etna,Tenuta delle Terre Nere,3.9,174,37.45,2017,red
Lotto Unico,Italy,Toscana,Terrescure,3.9,174,15.9,2016,red
1769 Clos Venturi Red,France,Corsica,Domaine Vico,3.8,174,24.9,2016,red
Blaufränkisch Creitzer - Reserve,Austria,Mittelburgenland,Gesellmann,3.7,174,18.42,2015,red
Shiraz,Australia,Murray Darling,Deakin Estate,3.4,174,5.95,2018,red
Negroamaro,Italy,Salento,Masseria Borgo dei Trulli,3.9,174,6.65,2018,red
Zweigelt,Austria,Burgenland,Heinrich,3.5,174,10.92,2017,red
Lucanto Montepulciano d’Abruzzo,Italy,Montepulciano d'Abruzzo,Torre Raone,3.5,174,6.62,2016,red
Etna Calderara Sottana Rosso,Italy,Etna,Tenuta delle Terre Nere,4.3,174,36.67,2017,red
La Tradizione Ruché di Castagnole Monferrato,Italy,Monferrato,Montalbera,3.7,174,13.9,2018,red
Vedré (V),Spain,Jumilla,Carchelo,3.5,174,13.6,2012,red
Chianti Classico,Italy,Chianti Classico,Bibbiano,3.6,174,13.82,2017,red
Villa Fidelia Rosso,Italy,Umbria,Sportoletti,4.0,174,19.5,2009,red
Pomerol,France,Pomerol,Château La Grave (Trigant de Boisset),4.1,174,39.9,2011,red
Les Nobles Pierres Pic-Saint-Loup,France,Pic-Saint-Loup,Château de Lascaux,4.0,174,18.9,2015,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Chateau Tauzinat l'Hermitage,3.8,174,16.36,2015,red
Southern Hills Cabernet Sauvignon,United States,Livermore Valley,Wente,3.9,1746,11.9,2017,red
Barbera d'Alba,Italy,Barbera d'Alba,Costa di Bussia - Tenuta Arnulfo,3.8,175,10.42,2017,red
Grand Vin Cuvée,Romania,Murfatlar,Alira,4.1,175,19.9,2011,red
Fronton,France,Fronton,Château Bellevue La Forét,3.5,175,7.44,2016,red
Cabernet Sauvignon,South Africa,Paarl,Backsberg,3.8,175,10.25,2017,red
Merlot,South Africa,Stellenbosch,Welmoed,2.9,175,8.32,2018,red
Puglia Rosso (Accademia dei Racemi),Italy,Puglia,Anarkos,3.8,175,6.5,2017,red
Valpolicella Ripasso Classico Superiore,Italy,Valpolicella Ripasso Classico,Cottini,3.9,175,19.86,2016,red
Pinotage,South Africa,Robertson,Bon Courage,3.9,175,7.5,2015,red
Alle Viole Rosso,Italy,Toscana,Tenuta di Ceppaiano,3.7,175,5.8,2013,red
Le Président Bourgogne Pinot Noir,France,Bourgogne,Sylvain Loichet,3.7,175,18.6,2018,red
Salice Salentino Liante,Italy,Salice Salentino,Castello Monaci,3.7,175,6.73,2017,red
Redmont,Austria,Carnuntum,Markowitsch,3.8,175,21.19,2015,red
Fronsac,France,Fronsac,Château Moulin Haut-Laroque,3.8,175,37.95,2005,red
Cabernet Sauvignon - Shiraz,South Africa,Stellenbosch,Delheim,3.4,175,6.75,2017,red
Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Talbot,4.1,1752,67.0,2012,red
Rouge,France,Vin de France,La Vieille Ferme,3.4,1755,6.86,2018,red
Chianti Classico Riserva Ser Lapo,Italy,Chianti Classico,Mazzei,3.8,1756,17.61,2016,red
Crianza Rioja,Spain,Rioja,Lan,3.7,1756,7.7,2016,red
PS (Pagos Seleccionados) Ribera del Duero,Spain,Ribera del Duero,Aalto,4.6,1757,189.0,2014,red
Fundació,France,Côtes du Roussillon,Domaine Lafage,3.9,176,21.44,2016,red
Touriga Nacional,Portugal,Lisboa,Casa do Cónego,3.9,176,14.94,2016,red
Primitivo,Italy,Salento,Cantina Rosa del Golfo,4.1,176,14.94,2017,red
Roccato,Italy,Toscana,Rocca delle Macìe,4.3,176,34.59,2006,red
Curiós Tempranillo Ull de Llebre Penedès,Spain,Penedès,Albet i Noya,3.6,176,8.95,2018,red
Domaine Latour Aloxe-Corton,France,Aloxe-Corton,Louis Latour,4.1,176,42.89,2014,red
Le Dragon de Quintus (Qvintvs) Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château Quintus,4.1,176,42.9,2015,red
Castalides Édition La Grange,France,Languedoc,Domaine La Grange,3.8,176,15.67,2016,red
Margaux (Grand Cru Classé),France,Margaux,Château Marquis de Terme,3.9,176,56.0,2016,red
Blaufränkisch,Austria,Burgenland,Zantho,3.6,176,8.18,2015,red
Bionzo Barbera d'Asti Superiore,Italy,Barbera d'Asti,La Spinetta,4.0,176,34.02,2015,red
Toscana Grifi,Italy,Toscana,Avignonesi,3.9,176,43.0,2015,red
CalaMuri Primitivo,Italy,Salento,Menhir,4.1,176,14.45,2016,red
Curriculum Vitae Douro (CV),Portugal,Douro,Vale D. Maria,4.4,176,69.0,2014,red
Valpolicella Classico,Italy,Valpolicella Classico,Lenotti,3.6,176,7.26,2015,red
Ali Toscana Sangiovese,Italy,Toscana,Donna Laura,3.9,176,7.95,2018,red
Dernauer Spätburgunder,Germany,Ahr,Julia Bertram,3.9,176,19.9,2016,red
Pauillac (Grand Cru Classé),France,Pauillac,Château Pontet-Canet,4.3,1763,121.95,2011,red
Grande Cuvée Prestige Cahors,France,Cahors,Château La Coustarelle,3.7,177,11.6,2012,red
Chianti Classico,Italy,Chianti Classico,Cinciole,3.8,177,15.55,2015,red
Cabernet Sauvignon,South Africa,Western Cape,Laborie,3.4,177,8.49,2017,red
Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Saint-Pierre,3.8,177,100.51,2015,red
Tempranillo - Cabernet Sauvignon Crianza,Spain,Somontano,Viñas del Vero,3.3,177,7.99,2016,red
Alluva Rosso,Italy,Puglia,Masseria Pietrosa,3.9,177,23.88,2016,red
Ramione Merlot - Nero d'Avola,Italy,Terre Siciliane,Baglio di Pianetto,4.0,177,13.99,2016,red
Cabernet Sauvignon Reserva,Brazil,Vale dos Vinhedos,Pizzato,3.6,177,14.5,2012,red
Valpolicella Ripasso,Italy,Valpolicella Ripasso,Aristocratico,3.7,177,12.49,2014,red
Pomerol,France,Pomerol,Château Chantalouette,3.7,177,26.5,2016,red
Jardin de Jules,France,Pays d'Oc,Domaine de la Clapière,3.9,177,9.6,2017,red
Saint-Émilion Grand Cru (Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Fombrauge,4.0,177,42.94,2017,red
Sangiovese del Conte,Italy,Rubicone,Conte di Campiano,3.7,177,5.5,2018,red
Cabernet Sauvignon,Australia,Langhorne Creek,Heartland,3.7,177,11.89,2014,red
Saint-Estèphe,France,Saint-Estèphe,Château de Pez,4.0,177,28.22,2003,red
Joven (Selección),Spain,Campo de Borja,Borsao,3.3,177,7.9,2017,red
Toscana,Italy,Toscana,Tenuta Castiglioni,4.1,1771,16.97,2016,red
Oakville Cabernet Sauvignon,United States,Oakville,Robert Mondavi,4.1,1774,49.9,2013,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Argiano,4.1,1776,33.85,2012,red
Berardenga Chianti Classico,Italy,Chianti Classico,Fèlsina,3.7,1779,20.53,2017,red
Elgin Pinot Noir,South Africa,Elgin,Boschendal,3.7,178,33.99,2016,red
Ribera del Duero,Spain,Ribera del Duero,Alión,4.5,178,67.0,2016,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,178,77.01,2012,red
Barolo,Italy,Barolo,Parusso,3.9,178,32.9,2015,red
Nicasia Vineyard La Consulta Malbec,Argentina,La Consulta,Catena Zapata,4.3,178,101.52,2014,red
3.9,Spain,Pla de Bages,Abadal,4.1,178,17.06,2016,red
Rouge,France,Côtes de Provence,Château de Berne,4.0,178,22.91,2016,red
80 Years Red Blend,Spain,Valencia,Torre Oria,3.6,178,7.5,2016,red
Brunello di Montalcino Riserva,Italy,Brunello di Montalcino,Biondi-Santi,4.6,178,542.23,2010,red
Don David Reserve Tannat,Argentina,Cafayate Valley,El Esteco,3.7,178,11.9,2018,red
Saumur,France,Saumur,Langlois-Chateau,3.6,178,11.16,2017,red
The Chocolate Block,South Africa,Franschhoek,Boekenhoutskloof,4.2,1780,25.75,2018,red
La Navilla,Spain,Ribera del Duero,Viña Pedrosa,4.1,179,34.6,2010,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Tassi,4.3,179,44.57,2010,red
Saint-Julien (Grand Cru Classé),France,Saint-Julien,Château Saint-Pierre,3.9,179,62.0,2014,red
Saint-Émilion Grand Cru (Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Quinault l'Enclos,3.9,179,34.95,2008,red
Roter Mulatschak,Austria,Niederösterreich,Meinklang,4.0,179,10.5,2018,red
GG Henkenberg Spätburgunder,Germany,Baden,Salwey,3.9,179,29.95,2013,red
Pauillac (Grand Cru Classé),France,Pauillac,Château Grand-Puy-Lacoste,4.1,179,102.35,2016,red
Priorat Clos del Mas,Spain,Priorat,Pinord,3.9,179,24.99,2012,red
Barolo Cascina Nuova,Italy,Barolo,Elvio Cogno,3.9,179,32.0,2015,red
Lodai Maremma Toscana,Italy,Maremma Toscana,Fertuna,3.7,179,11.31,2008,red
The Invisible Man,Spain,Rioja Alta,Casa Rojo,3.8,179,17.5,2016,red
Pomerol,France,Pomerol,Château La Fleur-Pétrus,4.5,179,248.95,2015,red
Roda I Reserva Rioja,Spain,Rioja,Bodegas Roda,4.2,179,60.19,2014,red
Feteascá Neagrá,Romania,Dealu Mare,Caloian,3.5,179,6.9,2018,red
Rivarossa,Italy,Venezia Giulia,Schiopetto,4.0,179,62.9,2015,red
Terra do Zambujeiro,Portugal,Borba,Quinta do Zambujeiro,4.1,179,25.34,2015,red
Barbera d'Alba Conca Tre Pile,Italy,Barbera d'Alba,Aldo Conterno,4.2,179,27.65,2016,red
Nero d'Avola,Italy,Sicilia,Stemmari,3.6,179,4.75,2018,red
Foradori - Teroldego,Italy,Vigneti delle Dolomiti,Foradori,3.8,1794,18.7,2016,red
Saint Cosme Côtes du Rhône,France,Côtes-du-Rhône,Château de Saint Cosme,3.8,1796,9.5,2018,red
Priorat GR-174,Spain,Priorat,Casa Gran del Siurana,4.0,1798,15.01,2018,red
Famiglia Zingarelli Chianti Classico,Italy,Chianti Classico,Rocca delle Macìe,3.7,180,8.9,2018,red
Rouge,France,Hérault,Mas de Daumas Gassac,4.1,180,33.9,2017,red
Bordeaux,France,Bordeaux,Château Marjosse,3.4,180,11.6,2007,red
Private Bin Merlot - Cabernet Sauvignon,New Zealand,Hawke's Bay,Villa Maria,3.5,180,10.03,2012,red
Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Château Mont-Redon,4.2,180,31.1,2016,red
Pomerol,France,Pomerol,Château Rouget,4.3,180,63.95,2005,red
Rossofuoco Barbera d'Asti,Italy,Barbera d'Asti,Vite Colte,3.6,180,7.25,2018,red
Virtus Merlot,Brazil,Serra Gaúcha,Monte Paschoal,3.0,180,6.77,2015,red
Cabernet Sauvignon,Chile,Central Valley,Anderra,3.2,180,7.27,2016,red
Bandol,France,Bandol,La Suffrene,4.1,180,18.9,2015,red
Circumstance Cabernet Franc,South Africa,Stellenbosch,Waterkloof,3.9,180,21.9,2015,red
Brunello Di Montalcino Riserva,Italy,Brunello di Montalcino,Caparzo,4.3,180,54.22,2010,red
Mas La Plana Cabernet Sauvignon,Spain,Penedès,Torres,4.2,1801,66.79,2012,red
Pieve Santa Restituta Brunello di Montalcino,Italy,Brunello di Montalcino,Gaja,4.4,1804,53.35,2012,red
The Y Series Shiraz - Viognier,Australia,South Australia,Yalumba,3.6,1805,11.5,2016,red
Brolio Chianti Classico,Italy,Chianti Classico,Ricasoli,3.7,1806,12.99,2017,red
Cabernet Sauvignon Reserva,Chile,Maipo Valley,Escudo Rojo,3.7,181,11.56,2018,red
Pinot Noir Réserve,South Africa,Franschhoek,Haute Cabrière,4.1,181,24.5,2016,red
Corbières,France,Corbières,Château Etang des Colombes,3.5,181,6.73,2016,red
G.V.B Red,South Africa,Stellenbosch,Vergelegen,4.2,181,46.0,2013,red
Pietro Dal Cero Amarone della Valpolicella,Italy,Amarone della Valpolicella,Cà dei Frati,4.4,181,57.9,2012,red
Premium 50 Barricas Syrah,Spain,Jumilla,Alceño,3.9,181,10.95,2015,red
Ghenos Primitivo di Manduria,Italy,Primitivo di Manduria,Torrevento,4.0,181,7.9,2017,red
Rosso di Montepulciano,Italy,Rosso di Montepulciano,Contucci,3.7,181,15.5,2015,red
Valpolicella Classico,Italy,Valpolicella Classico,Ca La Bionda,3.8,181,11.0,2018,red
Negroamaro Puglia,Italy,Puglia,Epicuro,3.9,181,5.9,2017,red
Il Bosco Amarone Della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,Cesari,4.2,181,44.9,2011,red
Gaivosa Primeiros Anos,Portugal,Douro,Alves de Sousa,3.9,181,13.16,2015,red
Beaujolais-Villages,France,Beaujolais-Villages,Joseph Drouhin,3.5,181,9.65,2018,red
Adrianna Vineyard Mundus Bacillus Terrae Malbec,Argentina,Tupungato,Catena Zapata,4.6,181,273.71,2013,red
Bordeaux Supérieur,France,Bordeaux Supérieur,Château Landonnet,3.5,181,8.78,2017,red
Domaine du Clos des Tourelles Gigondas,France,Gigondas,Famille Perrin,4.2,181,46.79,2015,red
Amarone della Valpolicella,Italy,Amarone della Valpolicella,Casa Vinicola Bennati,4.3,181,30.62,2014,red
Pomerol,France,Pomerol,Château Certan de May,4.4,181,119.0,2010,red
Quimera,Argentina,Mendoza,Achaval-Ferrer,4.2,1817,32.5,2013,red
Langhe Rosso,Italy,Langhe,G.D. Vajra,3.8,1817,14.16,2017,red
Red Blend,United States,Washington,Prayers Of Sinners & Saints,3.9,1819,10.89,2017,red
Froi Barbera d'Alba Superiore,Italy,Barbera d'Alba,Rivetti Massimo,3.7,182,10.63,2017,red
La Gioia Toscana,Italy,Toscana,Riecine,4.3,182,44.9,2014,red
Rosso di Montalcino,Italy,Rosso di Montalcino,Pietroso,3.9,182,20.37,2017,red
Valdeorras Mencia,Spain,Valdeorras,Joaquín Rebolledo,3.6,182,10.75,2017,red
Mácula,Spain,Navarra,Bodega Tandem,3.9,182,17.09,2012,red
Bembibre Mencía,Spain,Bierzo,Dominio de Tares,4.0,182,31.9,2015,red
Domaine Ceptura Rouge,Romania,Dealu Mare,Davino,4.0,182,26.9,2015,red
Chocolate Shiraz,South Africa,Wellington,Diemersfontein,3.9,182,9.95,2017,red
Valpolicella Classico Le Caleselle,Italy,Valpolicella Classico,Santi,3.4,182,9.99,2017,red
Pessac-Léognan (Grand Cru Classé de Graves),France,Pessac-Léognan,Château La Mission Haut-Brion,4.5,182,258.3,2012,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,3.8,182,23.29,2015,red
Zweigelt,Austria,Niederösterreich,Weingut Bründlmayer,3.6,182,13.57,2017,red
Amado Sur,Argentina,Mendoza,Trivento,3.7,1825,14.49,2014,red
Châteauneuf-du-Pape Rouge,France,Châteauneuf-du-Pape,Château de Nalys,4.2,183,66.0,2016,red
Limited Selection Cabernet Sauvignon - Carmenère,Chile,Colchagua Valley,Montes,3.7,183,8.72,2018,red
Kai Carmenère,Chile,Aconcagua Valley,Errazuriz,4.4,183,109.0,2014,red
Réserve Spéciale Merlot,France,Pays d'Oc,Gérard Bertrand,3.3,183,8.32,2017,red
Castel Firmian Lagrein Trentino,Italy,Trentino,Mezzacorona,3.8,183,7.66,2017,red
Lu Ceppu Riserva Salice Salentino,Italy,Salice Salentino,Masca del Tacco,4.0,183,15.49,2015,red
Nero d'Avola,Italy,Sicilia,Morgante,3.8,183,8.5,2017,red
Haiku,Italy,Toscana,Castello di Ama,4.1,183,98.58,2014,red
Jardin de Jules,France,Pays d'Oc,Domaine de la Clapière,3.6,183,9.6,2016,red
The Motorcycle Marvel,South Africa,Coastal Region,Nederburg,3.8,183,18.42,2016,red
Llenca Plana Montsant,Spain,Montsant,Terra de Falanis,4.0,183,11.5,2017,red
Freestone-Occidental Pinot Noir,United States,Sonoma Coast,Occidental,4.3,183,80.24,2017,red
Douro Fabelhaft Tinto,Portugal,Douro,Niepoort,3.8,1835,9.7,2017,red
Tinto,Portugal,Alentejano,Cortes de Cima,4.0,1835,14.62,2013,red
Woodcutter's Shiraz,Australia,Barossa Valley,Torbreck,3.9,1838,24.75,2017,red
Re Manfredi Aglianico del Vulture,Italy,Aglianico del Vulture,Terre degli Svevi,3.8,184,11.85,2015,red
Ronnie Melck Shiraz,South Africa,Stellenbosch,Muratie,3.8,184,14.19,2016,red
Fleurie,France,Fleurie,Terres Dorées,3.8,184,17.9,2017,red
Estate Pinot Noir,South Africa,Robertson,Springfield Estate,3.9,184,29.49,2015,red
TD9,United States,Napa Valley,Shafer,4.1,184,65.0,2017,red
Corasco,Italy,delle Venezie,Tedeschi,3.7,184,12.5,2015,red
Pomerol,France,Pomerol,Clos du Clocher,4.0,184,68.23,2012,red
Pinot Noir,New Zealand,Martinborough,Palliser Estate,3.7,184,29.9,2015,red
Merlot,Spain,Somontano,Enate,4.0,184,35.69,2013,red
Haut Roc Blanquant Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château Belair-Monange,3.9,184,37.04,2014,red
Saint-Émilion Grand Cru (Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Dassault,4.2,184,69.95,2005,red
Papagena Barbera d'Alba Superiore,Italy,Barbera d'Alba,Fontanafredda,3.7,184,16.32,2014,red
Glicine Rosso,Italy,Terre Siciliane,Corvo,3.5,184,6.78,2017,red
Prima,France,Cadillac - Côtes de Bordeaux,Château Carignan,4.1,184,27.95,2015,red
Crognolo Toscana,Italy,Toscana,Tenuta Sette Ponti,4.0,1841,18.92,2015,red
Tinto (Malbec),Argentina,Salta,Amalaya,3.7,1844,8.62,2018,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Val di Suga,4.0,1848,34.0,2013,red
Private Selection Vinhas Velhas Tinto,Portugal,Alentejo,Paulo Laureano,4.0,185,15.6,2015,red
Rasteau,France,Rasteau,Domaine de Beaurenard,3.8,185,17.0,2017,red
Ònix Clàssic,Spain,Priorat,Vinícola del Priorat,3.6,185,10.95,2017,red
Via Terra Garnatxa Negra,Spain,Catalunya,Edetària,3.6,185,8.28,2017,red
La Gioia Toscana,Italy,Toscana,Riecine,4.3,185,45.9,2012,red
Amarone della Valpolicella Classico Riserva (Sergio Zenato),Italy,Amarone della Valpolicella Classico,Zenato,4.5,185,64.03,2013,red
Saint-Émilion Grand Cru (Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Quinault l'Enclos,4.0,185,81.9,2001,red
Vacqueyras La Grangelière,France,Vacqueyras,Pierre Amadieu,3.9,185,15.5,2017,red
Toscana Rosso,Italy,Toscana,Tenuta Il Poggione,3.5,185,10.69,2013,red
Indaco,Italy,Toscana,Tenuta dei Sette Cieli,4.2,185,34.89,2013,red
Roquers de Porrera,Spain,Priorat,L'Encastell,4.2,185,41.71,2015,red
Five,South Africa,Constantia,Constantia Glen,4.4,185,28.9,2016,red
Vosne-Romanée,France,Vosne-Romanée,Joseph Drouhin,4.2,185,85.78,2015,red
Librante Primitivo di Manduria,Italy,Primitivo di Manduria,Luca Attanasio,4.3,185,34.12,2016,red
12 e Mezzo Negroamaro del Salento,Italy,Salento,Varvaglione,4.0,185,7.31,2018,red
Ca' de' Rocchi Amarone della Valpolicella La Bastia,Italy,Amarone della Valpolicella,Tinazzi,4.3,185,39.95,2016,red
