Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory
Saint-Émilion Grand Cru (Premier Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Troplong Mondot,4.3,63,115.03,2017,red
Luitmar,Germany,Pfalz,Philipp Kuhn,3.8,63,24.9,2016,red
Opera Omnia Bolgheri Superiore,Italy,Bolgheri Superiore,La Madonnina,4.3,63,65.0,2015,red
Geremia Toscana,Italy,Toscana,Rocca di Montegrossi,4.0,63,29.95,2007,red
Reserve Pinot Noir,South Africa,Walker Bay,Creation,4.0,63,36.0,2017,red
Il Nero di Casanova Toscana Sangiovese,Italy,Toscana,La Spinetta,3.8,63,15.69,2016,red
The Red Sedan (Winemaker Selection),Australia,South Australia,RedHeads,3.9,63,11.9,2016,red
Christoffel Hazenwinkel The Red Blend,South Africa,Stellenbosch,Hazendal,3.6,63,14.5,2017,red
Empordà Gran Claustro,Spain,Empordà,Castillo Perelada,4.1,63,37.92,2012,red
Don Maximiano Founder's Reserve,Chile,Aconcagua Valley,Errazuriz,4.3,63,67.26,2017,red
Costiera Bardolino Classico,Italy,Bardolino Classico,Cecilia Beretta,3.8,63,6.97,2017,red
Negroamaro - Primitivo,Italy,Puglia,Borgo Mastro,3.6,63,5.75,2016,red
Old Winery Shiraz,Australia,South Eastern Australia,Tyrrell's,3.5,63,8.72,2017,red
Luna Shiraz,Australia,McLaren Vale,Chalk Hill,3.5,63,13.09,2017,red
Lagrein,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.5,63,10.19,2018,red
Reserva,Spain,Rioja,Hacienda Grimon,3.9,63,17.5,2013,red
Cotes de Provence Rouge,France,Côtes de Provence,Château La Tour de l'Évêque,3.9,63,29.9,2012,red
Barolo,Italy,Barolo,Coppo,4.1,63,32.99,2015,red
Lutzmannsburg Alte Reben Blaufränkisch,Austria,Burgenland,Moric,4.1,63,75.94,2013,red
Billi Billi Shiraz,Australia,Grampians,Mount Langi Ghiran,3.5,63,11.95,2017,red
Lalande-de-Pomerol,France,Lalande-de-Pomerol,Château Siaurac,3.5,63,21.5,2016,red
Margaux (Grand Cru Classé),France,Margaux,Château Rauzan-Ségla,4.0,63,95.53,2017,red
Cepas Centenarias,Spain,Rioja Alta,Tarón,3.9,63,19.4,2013,red
Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Tardieu-Laurent,3.9,63,47.95,2005,red
Morgon Hospice de Belleville,France,Morgon,Joseph Drouhin,3.6,63,13.36,2017,red
Director's Cabernet Sauvignon,United States,Sonoma County,Francis Ford Coppola,3.8,63,22.5,2016,red
Fonterutoli Chianti Classico,Italy,Chianti Classico,Mazzei,4.0,63,35.97,2004,red
Saint-Émilion Grand Cru (Premier Grand Cru Classé),France,Saint-Émilion Grand Cru,Château Figeac,4.3,63,193.99,2017,red
Mas de Leda,Spain,Castilla y León,Leda,3.6,63,15.5,2016,red
Marchesale,Italy,Bolgheri Superiore,Terre del Marchesato,4.3,63,39.0,2014,red
Virgen,Argentina,Tupungato,Domaine Bousquet,3.5,63,9.74,2019,red
Châteauneuf-du-Pape Chaupin,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.3,63,59.0,2017,red
Merlot,Argentina,Tupungato,Domaine Bousquet,3.3,63,6.62,2017,red
Tempranillo - Garnacha,Spain,Cariñena,La Granja 360,3.5,63,6.73,2018,red
Tapada de Villar Tinto,Portugal,Alentejo,Herdade Penedo Gordo,3.6,63,9.37,2018,red
Annonce Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château Belair-Monange,3.9,63,58.39,2015,red
Cabernet Sauvignon,Spain,Dominio de Valdepusa,Marqués de Griñon,4.2,63,27.36,2016,red
Terroir Littoral Merlot,France,Languedoc-Roussillon,Fortant,2.9,63,6.51,2018,red
Douro Omlet Tinto,Portugal,Douro,Niepoort,3.8,63,40.85,2009,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.0,630,28.62,2014,red
Zinfandel,United States,California,Beringer,3.7,630,7.45,2017,red
Saint-Estèphe,France,Saint-Estèphe,Château Phélan Ségur,3.9,630,68.95,2015,red
Brecciarolo Rosso Piceno Superiore,Italy,Rosso Piceno,Velenosi,3.8,630,7.9,2016,red
Cabernet Sauvignon,United States,Columbia Valley,Two Vines,3.5,630,8.9,2014,red
Els Pics,Spain,Priorat,Bodegas Mas Alta,4.1,631,15.11,2017,red
Crianza,Spain,Rioja,Hacienda López de Haro,3.6,632,6.95,2017,red
Reserva,Spain,Cigales,Museum,3.9,632,15.89,2015,red
B Crux Blend,Argentina,Uco Valley,O. Fournier,3.9,633,17.5,2008,red
Lalande-de-Pomerol,France,Lalande-de-Pomerol,Château La Fleur de Boüard,3.8,633,32.9,2011,red
Bordeaux Supérieur,France,Bordeaux Supérieur,Château David Beaulieu,3.6,633,9.74,2016,red
Pinotage,South Africa,Coastal Region,Fleur du Cap,3.7,633,12.03,2016,red
Tribu Cabernet Sauvignon,Argentina,Mendoza,Trivento,3.1,634,7.89,2014,red
Filsell Shiraz,Australia,Barossa,Grant Burge,4.0,635,26.8,2016,red
Poggio Pasano Primitivo di Manduria,Italy,Primitivo di Manduria,Cantina Sava,3.8,636,13.45,2017,red
Château Cambon Beaujolais,France,Beaujolais,Domaine Mathieu & Camille Lapierre,3.9,636,13.9,2018,red
Réserve Spéciale Cabernet Sauvignon,France,Pays d'Oc,Gérard Bertrand,3.7,636,8.32,2017,red
Mirto,Spain,Rioja,Ramón Bilbao,4.2,637,42.5,2012,red
Red,United States,Red Mountain,Col Solare,4.2,637,75.0,2013,red
Reserve Cabernet Sauvignon,United States,Oakville,Robert Mondavi,4.3,638,90.47,2010,red
Saint-Estèphe,France,Saint-Estèphe,Château Le Crock,3.9,639,30.7,2012,red
Toscana,Italy,Toscana,Orma,4.3,639,56.16,2015,red
Mormoreto Toscana,Italy,Toscana,Castello Nipozzano,4.4,639,60.44,2015,red
Rioja Reserva,Spain,Rioja,El Meson,4.0,64,11.89,2014,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Lynsolence,4.2,64,58.95,2005,red
Cabernet Sauvignon,South Africa,Stellenbosch,Neil Ellis,3.7,64,15.79,2017,red
Rust Blaufränkisch Ried Gmärk Trocken,Austria,Burgenland,Ernst Triebaumer,3.6,64,11.76,2016,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château Haut-Pontet,4.0,64,25.47,2015,red
Mas Rabell Tempranillo,Spain,Penedès,Torres,3.5,64,7.85,2017,red
Plansel Selecta Colheita Seleccionada Touriga Nacional,Portugal,Alentejano,Quinta da Plansel,3.9,64,48.74,2010,red
Bricco Dei Merli Barbera d'Alba,Italy,Barbera d'Alba,Elvio Cogno,3.7,64,15.99,2017,red
Brunello di Montalcino Riserva,Italy,Brunello di Montalcino,Altesino,4.4,64,79.49,2010,red
Mount Hermon Indigo,Israel,Galilee,Hermon,3.6,64,11.46,2019,red
Levigne Chianti Classico Riserva,Italy,Chianti Classico,Istine,3.7,64,32.14,2013,red
Crozes-Hermitage Les Meysonniers,France,Crozes-Hermitage,M. Chapoutier,3.7,64,17.36,2018,red
Mâcon,France,Mâcon,Antonin Rodet,3.1,64,10.8,2014,red
Dolcetto d'Alba,Italy,Dolcetto d'Alba,E. Pira & Figli,3.8,64,17.36,2018,red
Corton Clos des Cortons Faiveley Grand Cru (Monopole),France,Corton Grand Cru,Faiveley,4.3,64,162.9,2014,red
Taormina,Italy,Sicilia,Montedidio,3.8,64,5.8,2018,red
Médoc,France,Médoc,Château du Perier,3.4,64,13.76,2014,red
Toscana,Italy,Toscana,Poggio delle Faine,3.8,64,9.6,2014,red
Alto Sangiovese,Italy,Toscana,Petra,3.9,64,39.58,2011,red
Regaleali Nero d'Avola,Italy,Terre Siciliane,Tasca d'Almerita,3.5,64,7.66,2017,red
Vigneto Poggio Doria Brunello di Montalcino,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,64,91.25,2012,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Clos Dubreuil,3.6,64,77.01,2013,red
Isola dei Nuraghi,Italy,Isola dei Nuraghi,Surrau,3.7,64,12.56,2015,red
Echezeaux Grand Cru,France,Échezeaux Grand Cru,Domaine des Perdrix,4.3,64,208.2,2013,red
Tribun,Romania,Murfatlar,Alira,3.6,64,10.9,2015,red
Edición Fábulas Tempranillo,Spain,Rioja,Larchago,3.3,64,7.9,2018,red
Cuvée Tradition Bordeaux,France,Bordeaux,Château Monplaisir,3.0,64,5.74,2017,red
JT Rouge Costières de Nîmes,France,Costières-de-Nîmes,Château de Nages,3.8,64,18.03,2016,red
Vino Nobile di Montepulciano Costa Grande,Italy,Vino Nobile di Montepulciano,Boscarelli,4.4,64,44.0,2015,red
Crianza Garnacha,Spain,Rioja,El Coto,3.9,64,8.5,2016,red
Bärba Cesco Barbera d'Alba Superiore,Italy,Barbera d'Alba,Elio Filippino,4.3,64,21.66,2015,red
Haut-Médoc,France,Haut-Médoc,Château Larrivaux,3.9,64,17.95,2016,red
Rouge (Estate Reserve),South Africa,Stellenbosch,Morgenster Estate,4.1,64,36.5,2012,red
La Côte Pinot Noir,United States,Sta. Rita Hills,Domaine de la Côte,4.1,64,85.0,2013,red
Tinto,Spain,Ribera del Duero,Sei Solo,4.3,64,53.34,2016,red
Antigua Monica di Sardegna,Italy,Monica di Sardegna,Santadi,3.5,64,8.9,2018,red
Milbrandt Syrah,United States,Wahluke Slope,K Vintners,3.9,64,46.31,2017,red
Saint Joseph Rouge,France,Saint-Joseph,Cave de Tain,3.6,64,20.99,2014,red
Grenache - Shiraz - Mourvedre Postmaster,Australia,McLaren Vale,Fox Creek,3.8,64,17.95,2015,red
Prima La Encina,Spain,Ribera del Duero,Portia,3.9,64,18.99,2018,red
Ribera del Duero Crianza,Spain,Ribera del Duero,Vega Real,3.5,64,9.99,2015,red
Barbera del Monferrato,Italy,Barbera del Monferrato,Villa Sparina,3.5,64,27.28,2011,red
Spätburgunder JS,Germany,Ahr,Jean Stodden,3.8,64,23.02,2017,red
Reserva de Familia Syrah,Spain,Lanzarote,El Grifo,4.1,64,33.99,2015,red
Château la Pensée Lalande de Pomerol,France,Lalande-de-Pomerol,Vignoble Mingot,3.6,64,16.94,2016,red
Kékfrankos,Hungary,Villány,Hummel,3.6,64,9.5,2017,red
Finca Dofí,Spain,Priorat,Álvaro Palacios,4.2,64,64.49,1996,red
Giravolta Primitivo di Manduria,Italy,Primitivo di Manduria,Felline,4.1,64,11.5,2016,red
Ermitage l'Ermite,France,Hermitage,M. Chapoutier,4.4,64,178.8,2004,red
Gaglioppo,Italy,Calabria,Statti,3.8,64,9.5,2018,red
Cabernet Sauvignon,United States,California,Spellbound,3.7,640,14.49,2016,red
120 Syrah,Chile,Central Valley,Santa Rita,3.2,641,6.33,2015,red
Malbec,Argentina,Mendoza,Dante Robino,3.4,641,11.15,2017,red
Propiedad Rioja,Spain,Rioja,Palacios Remondo,4.1,642,26.61,2015,red
Douro Redoma Tinto,Portugal,Douro,Niepoort,4.1,642,33.2,2015,red
Pessac-Léognan,France,Pessac-Léognan,Château Haut-Bailly,4.1,642,72.73,2011,red
Vinsobres Les Cornuds,France,Vinsobres,Famille Perrin,3.8,643,10.95,2016,red
Roccamora Negroamaro,Italy,Nardò,Schola Sarmenti,4.0,644,24.34,2016,red
Rouge,South Africa,Stellenbosch,Alto Estate,3.7,644,14.5,2017,red
Cabernet Sauvignon,United States,California,Woodhaven,4.0,644,7.95,2017,red
Barbera d'Alba Sovrana,Italy,Barbera d'Alba,Batasiolo,4.0,644,8.89,2017,red
Pessac-Léognan (Grand Cru Classé de Graves),France,Pessac-Léognan,Château de Fieuzal,4.0,645,39.95,2008,red
Vinum Italicum No 3 Opera,Italy,Veneto,Tinazzi,4.2,646,19.95,2017,red
FAY Cabernet Sauvignon,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,646,156.17,2015,red
Haut-Médoc (Grand Cru Classé),France,Haut-Médoc,Château de Camensac,3.7,647,28.9,2014,red
S.L.V. Cabernet Sauvignon,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,648,179.0,2013,red
Grange,Australia,South Australia,Penfolds,4.6,648,730.12,2009,red
Cabernet Sauvignon,South Africa,Stellenbosch,Kanonkop,4.2,648,30.5,2014,red
Caro,Argentina,Mendoza,Caro (Catena and Rothschild),4.2,649,50.0,2016,red
Ink,Austria,Neusiedlersee,Judith Beck,3.7,649,9.9,2017,red
Château d'Ampuis Côte-Rôtie,France,Côte-Rôtie,E. Guigal,4.2,649,99.0,2015,red
Pinot Noir,South Africa,Elgin,Iona,3.7,65,19.9,2017,red
Cuvée Apanage Côtes de Bourg,France,Côtes de Bourg,Château Puybarbe,3.8,65,11.95,2015,red
Picarios,Spain,Yecla,Castaño,3.3,65,17.55,2016,red
Parcela 23 Tempranillo,Spain,Castilla,Finca Constancia,3.5,65,8.99,2017,red
Valtellina Superiore Fracia,Italy,Valtellina Superiore,Nino Negri,3.8,65,18.97,2015,red
Chianti,Italy,Chianti,Montellori,3.6,65,8.99,2016,red
Merlot,Italy,Südtirol - Alto Adige,Tramin,3.7,65,8.6,2016,red
Poetry Cabernet Sauvignon,South Africa,Western Cape,Flagstone,3.7,65,8.95,2019,red
Touriga Nacional,Portugal,Douro,Quinta da Romaneira,4.3,65,32.3,2017,red
Frontier Cabernet Sauvignon,South Africa,Stellenbosch,Guardian Peak,3.5,65,9.9,2018,red
La Parrazal,France,Côtes du Tarn,Comte de Thun,3.6,65,15.0,2009,red
Acinipo,Spain,Sierras de Málaga,F. Schatz,4.1,65,19.0,2013,red
Brunello di Montalcino,Italy,Toscana,Uccelliera,4.2,65,58.1,2015,red
Brunello di Montalcino,Italy,Brunello di Montalcino,San Filippo,4.1,65,33.9,2011,red
Barolo Ravera,Italy,Barolo,G.D. Vajra,4.1,65,74.75,2015,red
Refosco dal Peduncolo Rosso,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,65,17.9,2016,red
Costalago Rosso Veronese,Italy,Rosso Veronese,Zeni,3.9,65,8.9,2018,red
Cabrida Old Vines Garnacha,Spain,Montsant,Capçanes,4.0,65,37.04,2015,red
Serpico,Italy,Irpinia,Feudi di San Gregorio,3.9,65,52.5,2013,red
Perenzo,Italy,Maremma Toscana,Fattoria di Magliano,3.7,65,24.88,2011,red
Rasteau Vieilles Vignes,France,Rasteau,Tardieu-Laurent,3.7,65,20.47,2016,red
Vive Malbec,Argentina,Mendoza,Alta Vista,3.6,65,9.5,2019,red
Langhe Dolcetto,Italy,Dolcetto d'Alba,Mauro Molino,3.4,65,9.26,2018,red
Colle Secco Montepulciano d'Abruzzo Rubino,Italy,Montepulciano d'Abruzzo,Cantina Tollo,3.8,65,9.75,2016,red
Les Terroirs Vieux Carignan,France,Hérault,Calmel & Joseph,3.5,65,8.7,2018,red
Modri Pinot,Slovenia,Štajerska,Dveri Pax,3.9,65,14.5,2012,red
Rioja Crianza,Spain,Rioja,El Meson,3.8,65,7.7,2016,red
Cuvée Giro Rot,Germany,Rheinhessen,Kühling-Gillot,3.7,65,12.49,2015,red
Hill Side,Austria,Burgenland,Leo Hillinger,4.0,65,15.9,2016,red
Montepulciano d'Abruzzo Il Fondatore,Italy,Montepulciano d'Abruzzo,Epicuro,3.4,65,6.88,2018,red
Kleine Rust Pinotage - Shiraz,South Africa,Stellenbosch,Stellenrust,3.5,65,6.88,2018,red
Poggio a'Frati Chianti Classico Riserva,Italy,Chianti Classico,Rocca di Castagnoli,3.8,65,21.5,2015,red
Desiderio Merlot,Italy,Cortona,Avignonesi,4.0,65,43.51,2016,red
Brauneberger Klostergarten Pinot Noir***,Germany,Mosel,Markus Molitor,4.0,65,88.95,2009,red
Per Sempre Syrah Toscana,Italy,Toscana,Tua Rita,4.2,65,154.23,2015,red
Kaliber 12 Spätburgunder,Germany,Rheinhessen,Adams,3.5,65,11.0,2016,red
Le Clos Rouge Crozes-Hermitage,France,Crozes-Hermitage,Delas,4.0,65,39.9,2011,red
Kleiner Schwarzer,Germany,Pfalz,Weingut Metzger,3.8,65,10.67,2017,red
Etna Rosso,Italy,Etna,Tenuta delle Terre Nere,3.9,650,14.9,2018,red
Montepulciano D'Abruzzo,Italy,Montepulciano d'Abruzzo,Zonin,3.5,650,6.41,2018,red
Margaux (Grand Cru Classé),France,Margaux,Château Cantenac Brown,4.1,651,68.55,2008,red
Castillon - Côtes de Bordeaux,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,4.0,651,32.36,2015,red
Las Mulas Reserva Carmenère,Chile,Central Valley,Miguel Torres,3.7,651,9.65,2017,red
Pinotage,South Africa,Durbanville,Diemersdal,4.0,651,11.75,2018,red
Church Block Cabernet Sauvignon - Shiraz - Merlot,Australia,McLaren Vale,Wirra Wirra,3.8,651,19.49,2015,red
Châteauneuf-du-Pape,France,Châteauneuf-du-Pape,Domaine de Beaurenard,4.2,651,38.0,2016,red
Red,Austria,Burgenland,Heinrich,3.5,652,8.75,2015,red
Zinfandel,United States,California,Robert Mondavi Private Selection,3.9,652,13.82,2017,red
Moreccio Bolgheri,Italy,Bolgheri,Casa di Terra,3.8,653,14.63,2016,red
Margaux,France,Margaux,Château La Tour de Mons,3.9,653,25.24,2015,red
Due Lune Nerello Mascalese - Nero d'Avola,Italy,Terre Siciliane,Cellaro,4.2,654,15.89,2017,red
120 Merlot,Chile,Central Valley,Santa Rita,3.2,654,6.77,2016,red
Saint-Estèphe,France,Saint-Estèphe,Château Haut-Beauséjour,3.9,654,27.71,2014,red
Il Bacialé Monferrato Rosso,Italy,Monferrato,Braida,3.7,655,15.4,2014,red
Wallace (Shiraz - Grenache),Australia,Barossa Valley,Glaetzer,3.8,655,19.99,2016,red
Barbera d'Asti Camp du Rouss,Italy,Barbera d'Asti,Coppo,4.0,655,18.97,2016,red
Reserva,Spain,Valdepeñas,Señorio de Los Llanos,3.3,657,4.95,2013,red
Saint-Estèphe (Grand Cru Classé),France,Saint-Estèphe,Château Montrose,4.4,657,279.0,2010,red
Sperss Langhe,Italy,Langhe,Gaja,4.5,657,212.43,2011,red
Brunello di Montalcino,Italy,Brunello di Montalcino,Podere Brizio,4.2,657,42.0,2013,red
Garnacha,Spain,Rioja,La Maldita,3.6,657,8.7,2018,red
Mourvèdre,France,Pays d'Oc,Les Jamelles,3.8,657,6.33,2017,red
Zinfandel,United States,California,Dark Horse,3.6,659,6.31,2017,red
Crianza,Spain,Rioja,Don Sebastian,3.2,66,23.4,2014,red
La Segreta Il Rosso,Italy,Sicilia,Planeta,3.5,66,7.66,2018,red
Bacca Nera,Italy,Veneto,Corte Figaretto,3.8,66,8.5,2018,red
Lillovè Cannonau di Sardegna,Italy,Cannonau di Sardegna,Gabbas,3.6,66,10.9,2018,red
Shiraz,South Africa,Coastal Region,Fairview,3.9,66,17.9,2017,red
Chianti Colli Senesi Riserva,Italy,Chianti Colli Senesi,Poderi del Paradiso,4.1,66,15.3,2015,red
Rioja Reserva,Spain,Rioja,Viña Bujanda,3.8,66,10.15,2013,red
Villa Mura Bardolino,Italy,Bardolino,Sartori,2.8,66,7.32,2015,red
Beef & Liberty Malbec,Argentina,Mendoza,The Beefsteak Club,3.6,66,8.41,2019,red
Ripa della Volta Valpolicella Ripasso,Italy,Valpolicella Ripasso,Ottella,4.1,66,20.27,2016,red
Grès de Montpellier,France,Languedoc,Mas des Mas,3.8,66,16.47,2016,red
Te Muna Aroha,New Zealand,Martinborough,Craggy Range,4.3,66,85.27,2014,red
Haideboden Frauenkirchner,Austria,Burgenland,Umathum,3.9,66,25.5,2016,red
Cabernet Sauvignon - Merlot,South Africa,Paarl,Rupert & Rothschild,4.1,66,16.9,2016,red
Stibadium Nero di Troia,Italy,San Severo,Coppadoro,3.9,66,25.1,2013,red
Extra Libre,France,Cahors,Château du Cèdre,3.7,66,16.9,2017,red
Borgo Thaulero Montepulciano d'Abruzzo,Italy,Montepulciano d'Abruzzo,Casal Thaulero,3.8,66,4.45,2018,red
Heideboden Rot,Austria,Burgenland,Claus Preisinger,4.1,66,15.75,2017,red
Pinot Noir,New Zealand,Marlborough,Te Whare Ra,3.8,66,29.95,2016,red
Noon Eclipse,Australia,South Australia,Noon,4.1,66,68.9,2011,red
L'Arcione,Italy,Colli Orientali del Friuli,La Tunella,4.0,66,28.26,2010,red
Barolo Bussia Cicala,Italy,Barolo,Aldo Conterno,4.4,66,129.01,2015,red
El Abuelo de Piqueras Crianza,Spain,Almansa,Bodegas Piqueras,4.0,66,6.75,2017,red
Hermitage Monier de la Sizeranne,France,Hermitage,M. Chapoutier,4.2,66,62.95,2003,red
Mar i Muntanya,France,Côtes Catalanes,Domaine de l'Horizon,3.6,66,9.25,2014,red
Cabernet Sauvignon,Chile,Colchagua Valley,Montes Alpha,3.7,66,12.95,2018,red
Bachgart Blauburgunder,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.7,66,42.9,2014,red
Les Carlines Terrasses du Larzac,France,Terrasses du Larzac,Mas Haut-Buis,3.6,66,9.0,2013,red
Zinfandel,United States,Monterey,Craftwork,3.6,66,14.99,2014,red
Tete de Cuvée Pinot Noir,South Africa,Walker Bay,Bouchard Finlayson,4.3,66,95.0,2013,red
Crianza (Selección Crianza),Spain,Campo de Borja,Borsao,3.9,660,8.85,2014,red
Gran Reserva Merlot,Chile,Maipo Valley,Carmen,3.7,660,12.6,2015,red
Salice Salentino Riserva,Italy,Salice Salentino,Il Tauro,3.6,661,6.3,2016,red
Haut-Médoc,France,Haut-Médoc,Château Lanessan,3.6,661,16.9,2015,red
Barbera d'Alba Tre Vigne,Italy,Barbera d'Alba,Vietti,3.9,662,16.9,2017,red
Lourens River Valley,South Africa,Stellenbosch,Morgenster Estate,4.1,662,19.45,2009,red
Cabernet Sauvignon,United States,Columbia Valley,Chateau Ste. Michelle,3.8,6629,13.57,2015,red
Bordeaux Supérieur,France,Bordeaux Supérieur,Château Pierrail,3.9,664,13.5,2016,red
Barco Reale di Carmignano,Italy,Barco Reale di Carmignano,Capezzana,3.7,664,9.9,2016,red
Cabernet Sauvignon,Chile,Colchagua Valley,Los Vascos,3.6,666,9.4,2018,red
Crianza,Spain,Rioja,Altos Ibéricos,3.8,6662,27.9,2015,red
Tempranillo,Spain,Rioja,Rolland & Galarreta 'R&G',3.9,667,12.53,2012,red
Margaux,France,Margaux,Château Labégorce,4.0,667,57.95,2005,red
Aconcagua Valley,Chile,Aconcagua Valley,Sena,4.4,667,112.1,2014,red
Rosso di Montalcino,Italy,Rosso di Montalcino,Poggio San Polo,3.9,667,17.06,2015,red
Castello di Brolio Gran Selezione Chianti Classico,Italy,Chianti Classico,Ricasoli,4.2,668,37.9,2015,red
Rosso di Montalcino,Italy,Rosso di Montalcino,Argiano,3.8,668,14.45,2015,red
Margaux (Grand Cru Classé),France,Margaux,Château Brane-Cantenac,4.1,669,58.44,2014,red
Diamond Label Shiraz,Australia,South Australia,Rosemount,3.4,669,9.26,2017,red
Nuits-Saint-Georges Vieilles Vignes,France,Nuits-Saint-Georges,Maison Roche de Bellene,4.0,67,43.0,2012,red
Clos Triguedina Malbec,France,Cahors,Jean-Luc Baldès,3.8,67,24.95,2016,red
Rioja Crianza,Spain,Rioja,Marques de Mundaiz,3.7,67,8.0,2015,red
Pinot Noir,Israel,Galilee,Yarden,3.9,67,26.21,2017,red
Cuvée Bertrand,Austria,Niederösterreich,Schloss Gobelsburg,3.6,67,13.43,2015,red
Vale da Mata Tinto,Portugal,Lisboa,Herdade do Rocim,3.9,67,11.48,2016,red
Sélection Spéciale Grenache - Syrah - Mourvèdre,France,Pays d'Oc,Les Jamelles,3.8,67,13.37,2017,red
Toscana Rosso,Italy,Toscana,Ricasoli,3.2,67,7.75,2017,red
Les Capitelles Costières de Nîmes Rouge,France,Costières-de-Nîmes,Château Mourgues du Grès,3.9,67,16.9,2015,red
Oak Cask Syrah,Argentina,Mendoza,Trapiche,3.8,67,7.96,2018,red
More,Italy,delle Venezie,Collavini,4.0,67,12.99,2015,red
Merlot - Cabernet Sauvignon Buzet,France,Buzet,Lionel Osmin & Cie,3.4,67,8.9,2015,red
Santa Cruz de Artazu,Spain,Navarra,Artadi,3.9,67,28.95,2015,red
Sud Primitivo di Manduria,Italy,Primitivo di Manduria,San Marzano,3.9,67,6.99,2018,red
Brunello di Montalcino Riserva,Italy,Brunello di Montalcino,Poggio Antico,4.4,67,99.53,2012,red
Brunello di Montalcino Vigna di Fiore,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.1,67,55.19,2011,red
Saint-Estephe de Calon-Ségur,France,Saint-Estèphe,Château Calon-Ségur,3.6,67,28.83,2014,red
Pomerol,France,Pomerol,Château Prieurs de la Commanderie,4.2,67,33.9,2012,red
Niccolò V Colli di Luni Rosso,Italy,Colli di Luni,Lvnae,3.5,67,15.65,2015,red
Côtes de Gascogne Tannat - Merlot,France,Côtes de Gascogne,Horgelus,3.8,67,6.09,2018,red
Pegaso Barrancos de Pizarra,Spain,Castilla y León,Telmo Rodriguez,3.9,67,28.5,2013,red
Tempranillo,Spain,Rioja Alta,Tarón,3.3,67,5.76,2018,red
Ca'Marcanda Bolgheri,Italy,Bolgheri,Gaja,4.2,67,120.0,2016,red
Syrah,Chile,Central Valley,Carmen,3.6,67,6.75,2017,red
Random Unexpected Red,Chile,Colchagua Valley,Polkura,3.3,67,14.13,2016,red
Manastir,Turkey,Southeastern Anatolia,Shiluh,4.0,67,13.6,2017,red
Vignaricco,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,3.9,67,22.99,2010,red
Dolcetto d'Alba,Italy,Dolcetto d'Alba,Giacomo Fenocchio,3.5,67,9.6,2013,red
Réserve Bordeaux Rouge,France,Bordeaux,Château Tour de Mirambeau,3.6,67,9.9,2016,red
Sicilia Nero d'Avola,Italy,Terre Siciliane,Antonini Ceresa,3.5,67,5.5,2017,red
Brauneberger Mandelgraben Pinot Noir,Germany,Mosel,Markus Molitor,3.9,67,29.95,2013,red
Spätburgunder,Germany,Ahr,Meyer - Näkel,3.6,67,13.83,2018,red
Saint-Émilion Grand Cru,France,Saint-Émilion Grand Cru,Château La Fleur de Jaugue,4.1,67,18.8,2012,red
Buzzard Kloof Syrah,South Africa,Stellenbosch,Rustenberg,4.2,67,18.42,2017,red
Castel Firmian Teroldego Rotaliano,Italy,Teroldego Rotaliano,Mezzacorona,3.6,67,7.58,2018,red
Webb,South Africa,Stellenbosch,Neil Ellis,4.3,67,75.0,2012,red
The GSM,South Africa,Stellenbosch,Simonsig,3.1,67,9.65,2017,red
Saracena Primitivo,Italy,Primitivo di Manduria,Masseria Borgo dei Trulli,4.1,67,11.95,2018,red
Vitus Spätburgunder,Germany,Baden,Heger,3.7,67,14.95,2014,red
Toscana Mediterra,Italy,Toscana,Poggio Al Tesoro,3.8,67,12.9,2018,red
Pomerol,France,Pomerol,Château Le Bon Pasteur,3.9,67,89.95,2015,red
Fiulot Barbera d'Asti,Italy,Barbera d'Asti,Prunotto,3.7,670,11.48,2018,red
Vinsobres Les Cornuds,France,Vinsobres,Famille Perrin,3.7,670,11.9,2015,red
Malbec,Argentina,Mendoza,Alamos,3.7,671,7.31,2019,red
Terroir D'Altitude Syrah,France,Languedoc-Roussillon,Fortant,3.8,671,8.71,2017,red
Alentejano Tinto,Portugal,Alentejano,Monte do Pintor,3.9,671,16.38,2014,red
Crianza (Selección Crianza),Spain,Campo de Borja,Borsao,3.9,671,11.95,2015,red
Tignanello,Italy,Toscana,Antinori,4.6,6711,109.0,2016,red
Keyneton Euphonium,Australia,Eden Valley,Henschke,4.3,672,59.74,2014,red
Vertigo,Italy,delle Venezie,Livio Felluga,3.7,672,13.95,2017,red
